	DS40	HA41	HA42	HA43	HA44	HA45	HA46	HA47	HA50	HG56	DS31	HG57	LG74	LG75	LG76	LG77	LN71	LN72	LN73	MB10	MB1	DS32	MB3	MB4	MB5	MB6	MB7	MB8	MFB16	MFB17	MFB18	MFB19	DS33	MFB20	MFB26	MFB27	MFB28	MFB29	MFB30	MFR11	MFR12	MFR13	MFR14	DS34	MFR15	MFR21	MFR22	MFR23	MFR24	MFR25	NC68	DS35	DS36	DS37	DS38	DS39
ASV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	8877	0	111	3118	3463	37	75	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_79	16	9682	0	585	18	162	27	24	142	0	35	0	196	422	440	320	23	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	37	0	0	0	50	0	52	108	625	167	1055	0	321	0	0	0	151	54	0	0	47	12	86	174
ASV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3892	828	0	17	174	157	3543	4960	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	990	656	982	932	0	1266	2460	970	752	2200	1656	0	0	0	0	0	0
ASV_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	2089	0	77	2255	1249	1931	2650	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_83	0	0	0	0	0	0	11	382	358	0	0	0	0	0	0	0	1287	909	907	0	0	0	0	0	45	0	0	0	475	322	144	162	0	184	257	378	185	383	406	231	3752	346	333	0	455	9	124	63	105	8	0	0	0	0	0	0
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	227	546	417	0	852	687	1283	1727	2347	2716	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	193	105	1667	0	5337	81	146	134	3272	99	0	0	0	0	0	0
ASV_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	24	309	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	577	2827	2987	1999	2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	570	220	471	0	2019	419	200	680	222	335	81	2393	1603	200	0	1223	0	0	0	0	0	0	0	0	0	0	0
ASV_88	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571	1972	3935	850	2703	0	0	0	0	0	0
ASV_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	2697	626	871	564	0	1097	432	1169	601	1438	1338	0	0	0	0	0	0
ASV_90	0	0	0	0	0	0	0	0	78	139	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	29	0	0	0	0	0	0	0	0	1011	1049	1397	484	0	1403	1119	1039	637	1517	966	0	0	0	0	0	0
ASV_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2489	371	1365	103	26	0	22	12	0	296	434	320	0	0	0	0	0	0	735	922	1833	300	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	23
ASV_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	1682	1039	753	0	6898	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_93	0	0	144	85	64	145	339	223	242	0	0	0	4581	3494	829	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	3120	5922	905	278	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10140
ASV_96	0	0	1	0	0	0	40	0	77	5	0	53	11	4	15	0	39	8	40	314	315	0	49	52	31	185	101	67	303	31	74	3	0	3	30	46	94	1371	1525	0	1	0	0	0	53	626	1176	461	2648	163	0	0	0	0	0	0
ASV_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	3807	1281	4106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328	1816	0	133	1596	658	1381	2128	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_99	0	0	0	0	0	0	0	0	0	0	0	0	7	22	0	0	4172	307	4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_100	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	2346	1340	64	68	0	55	0	0	205	198	0	4262	0	133	63	0	43	0	0	0	0	0	66	0	130	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	711	0	0	124	0	0	0	0	0	58	1062	0	17	0	0	47	0	0	0	108	45	859	690	44	34	0	0	133	0	0	0	0	864	0	83	101	353	26	107	133	87	111	747	511	0	0	0	0	0	0	0	1171	42	253	62	161
ASV_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	104	136	0	84	1127	1842	1485	1683	1951	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	1589	304	798	203	0	0	0	1099	52	39	0	0	14	3306	512	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	60	144	0	53
ASV_104	222	0	0	0	0	0	0	0	0	0	4270	0	0	0	386	0	0	0	0	0	0	93	0	0	173	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	99	132	786	1303
ASV_105	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922	29	5569	26
ASV_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5356	0	0	0	0	0	917	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_107	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	178	49	0	65	65	871	12	0	0	0	0	0	60	49	3171	75	166	73	125	165	290	0	285	0	16	0	103	79	0	0	845	0	0	452
ASV_108	0	0	0	0	0	0	0	0	0	4032	0	3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	8	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	3752	0	0	0	0	0	0	0	1655	0	1212	0	52
ASV_110	0	48	0	25	0	0	0	0	308	0	0	0	258	780	284	390	17	172	14	51	0	0	0	0	0	0	0	0	19	51	130	6	0	0	377	1414	540	347	342	99	640	32	348	0	323	0	3	5	28	151	0	0	0	0	0	0
ASV_111	0	0	0	0	0	0	0	0	0	0	0	0	2969	3545	601	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	2774	0	39	1960	1309	547	199	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_113	828	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	126	0	0	970	0	0	0	0	0	20	0	58	144	2963	369	898
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3898	0	56	1337	1454	121	128	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	2554	0	67	1984	1836	251	128	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3876	1235	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4910	84	466	785	0	224	206	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3495	1744	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4483	0	0	70	1991	25	11	28	6	0	15	21	9	2	7	16	0	0	0	0	0	0
ASV_120	14	0	0	0	0	0	0	0	0	0	51	0	0	0	13	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	6198	216	22	84	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
ASV_121	80	0	0	0	4	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	2965	0	0	0	0	0	0	8	9	11	0	189	0	0	0	5	8	12	86	0	0	0	254	0	0	0	0	0	0	0	217	0	2032	214	50
ASV_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	608	251	205	0	2097	0	0	0	0	0	177	170	945	0	0	1725	0	0	81	0	0	0	0	0	0	0	0
ASV_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4481	628	221	0	0	1196	0	0	0	0	0	0	0	0	0	0	0
ASV_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	3014	933	711	37	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_125	0	0	0	0	0	64	28	281	15	0	0	0	4	0	99	45	320	84	107	937	49	0	133	0	58	2378	1021	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	28	23	156	0	20	3356	131	250	722	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	388	507	359	0	556	660	574	344	1031	1125	0	0	0	0	0	0
ASV_128	0	0	0	0	0	0	0	0	0	2740	0	3368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	721	0	0	0	0	0	23	0	0	0	656	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	195	649	2381	424	110
ASV_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	142	0	1395	1318	1361	217	0	1281	90	0	0	0	0	0	0	0	0	0	0
ASV_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	656	182	150	0	2076	323	333	991	384	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887	805	744	1185	0	1003	0	0	0	0	67	0	0	0	0	0	0
ASV_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3660	0	124	1104	521	175	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	123	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	933	0	0	0	0	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	737	239	245	199	191
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	131	0	4841	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_136	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	835	450	4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	130	143	215	0	287	2033	388	312	805	788	0	0	0	0	0	0
ASV_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	305	238	688	0	292	332	730	917	569	1005	0	0	0	0	0	0
ASV_139	41	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	11	0	0	15	134	0	1239	1356	882	212	429	0	0	0	0	60	0	0	0	0	0	0	0	295	272	5	0	82
ASV_140	193	4374	21	0	0	0	18	0	0	62	20	0	0	0	0	0	0	15	0	0	0	0	19	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	63	103	260
ASV_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	497	566	969	0	707	103	746	412	249	318	0	0	0	0	0	0
ASV_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	965	785	1560	0	735	34	30	91	42	100	0	0	0	0	0	0
ASV_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3890	91	345	550	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	1107	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	162	0	0	0	43	0	0	0	0	0	0	0	0	54	0	0	0	0	0	339	592	864	1046	0	746	181	410	237	180	173	0	0	0	0	0	0
ASV_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	6	215	0	0	0	0	0	0	0	0	6	15	0	25	31	0	0	1242	866	1214	51	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	606	524	947	0	429	165	301	669	381	470	0	0	0	0	0	0
ASV_148	508	55	0	0	0	0	0	0	0	0	223	0	0	0	42	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	43	761	1730	916	163
ASV_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	44	0	0	3778	57	0	531	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_150	49	0	0	21	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	1402	101	77	61	121
ASV_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	41	4514	0	0	13	0	0	0	0	0	0	34	36	0	0	28	22	38	75	47	0	0	0	0	0	0	0
ASV_152	0	0	81	0	0	0	46	0	46	1051	0	873	0	0	0	0	715	236	1457	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_153	99	0	0	6	0	23	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	2112	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	95	212	360	383	409
ASV_154	346	0	0	0	0	0	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	61	21	178
ASV_155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1345	1485	1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_156	0	0	19	0	76	0	0	0	0	0	0	0	27	0	79	53	143	53	380	542	36	0	0	0	35	115	29	126	628	52	110	271	0	10	70	470	666	214	39	0	0	0	0	0	0	46	48	49	31	103	0	0	0	0	0	0
ASV_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	2417	0	108	672	121	176	519	345	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	295	271	400	0	195	248	570	809	443	826	0	0	0	0	0	0
ASV_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	1133	1370	63	0	1695	0	0	56	0	0	0	0	0	0	0	0
ASV_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	539	688	63	415	0	624	0	0	0	1042	0	0	0	0	0	0	0	0	0	0	0
ASV_161	0	0	0	0	0	0	0	0	0	0	0	0	1606	2331	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1907	0	0	1298	865	85	56	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_163	0	0	0	0	0	0	0	0	0	2015	0	2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_164	78	0	0	0	0	0	0	0	0	0	128	0	0	0	16	0	0	0	0	0	0	608	0	0	0	0	0	0	14	21	40	22	232	0	0	0	0	0	0	10	0	0	88	1647	5	0	0	0	0	0	0	352	51	798	179	51
ASV_165	0	0	77	0	103	132	0	210	414	99	0	0	0	0	0	0	1440	144	661	0	801	0	0	0	55	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	316	404	499	0	613	793	218	185	385	363	0	0	0	0	0	0
ASV_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	1260	385	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	209	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	865	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	468	327	325	296	255
ASV_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	928	667	485	741	0	840	97	75	90	191	114	0	0	0	0	0	0
ASV_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	557	622	1178	0	748	0	96	36	0	79	0	0	0	0	0	0
ASV_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119	737	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_172	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	3122	0	0	0	0	0	0	0	254	0	0	0	0
ASV_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	342	429	183	0	556	422	283	343	719	338	0	0	0	0	0	0
ASV_174	0	3899	0	0	0	5	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2202	790	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_176	78	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	83	1305	1885	0
ASV_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	368	449	789	0	391	0	546	309	0	231	0	0	0	0	0	0
ASV_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	110	23	36	0	0	458	1461	119	1202	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_179	0	0	0	0	0	0	0	0	0	1656	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	343	589	358	0	555	136	304	143	302	378	0	0	0	0	0	0
ASV_181	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	130	71	225	0	0	0	0	0	0	0	731	491	435	331	0	488	26	0	0	0	38	0	0	0	15	0	0
ASV_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	737	101	0	708	123	53	90	251	194	0	0	0	0	0	0
ASV_183	0	0	0	0	0	0	0	0	0	2398	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3484	0	11
ASV_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544	0	67	976	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956	540	862	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	166	0	772	134	478	325	120	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_188	0	0	0	0	0	0	0	0	0	0	0	0	193	248	0	0	622	652	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	0	0	0	40	0	11	4	0	0	0	130	0	0	0	8	0	0	0	0	0	0	1975	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	245	0	0	0	0
ASV_190	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	2351	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	53	9	0	0	302	0	0	0	0	0	0	0	476	0	0	0	0
ASV_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	968	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
